# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.invertedFileNameIndex.requests,1755223369614000000,1755223429613000000,0
VFS.fileByIdCache.misses,1755223369614000000,1755223429613000000,0
VFS.fileByIdCache.hits,1755223369614000000,1755223429613000000,0
FileNameCache.queries,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsDeduplicated,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsReadSize,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsReadDecompressed,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsRead,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsStoredCompressed,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsUncompressedSize,1755223369614000000,1755223429613000000,0
VFS.fileChildByName,1755223369614000000,1755223429613000000,0
VFS.contentStorage.recordsStoredSize,1755223369614000000,1755223429613000000,0
FileNameCache.totalMisses,1755223369614000000,1755223429613000000,0
writeAction.median.wait.ms,1755223369614000000,1755223429613000000,0
writeAction.wait.ms,1755223369614000000,1755223429613000000,0
DiskQueryRelay.tasksRequested,1755223369614000000,1755223429613000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1755223369614000000,1755223429613000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1755223369614000000,1755223429613000000,0
writeAction.max.wait.ms,1755223369614000000,1755223429613000000,12
DiskQueryRelay.tasksExecuted,1755223369614000000,1755223429613000000,0
writeAction.count,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1755223369614000000,1755223429613000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1755223369614000000,1755223429613000000,0
jps.load.initial.state.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1755223369614000000,1755223429613000000,0
workspaceModel.sync.entities.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.entities.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.instances.count,1755223369614000000,1755223429613000000,0
jps.library.entities.serializer.load.entities.ms,1755223369614000000,1755223429613000000,0
jps.library.entities.serializer.save.entities.ms,1755223369614000000,1755223429613000000,0
jps.app.storage.content.reader.load.component.ms,1755223369614000000,1755223429613000000,0
workspaceModel.load.cache.metadata.from.file.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1755223369614000000,1755223429613000000,0
jps.global.get.library.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1755223369614000000,1755223429613000000,0
jps.app.storage.content.writer.save.component.ms,1755223369614000000,1755223429613000000,0
workspaceModel.global.updates.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1755223369614000000,1755223429613000000,0
workspaceModel.save.cache.to.file.ms,1755223369614000000,1755223429613000000,0
jps.global.get.library.by.name.ms,1755223369614000000,1755223429613000000,0
jps.global.handle.before.change.events.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1755223369614000000,1755223429613000000,0
jps.global.handle.changed.events.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1755223369614000000,1755223429613000000,0
jps.save.global.entities.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1755223369614000000,1755223429613000000,0
jps.global.initialize.library.bridges.after.loading.ms,1755223369614000000,1755223429613000000,0
workspaceModel.global.updates.count,1755223369614000000,1755223429613000000,0
workspaceModel.load.cache.from.file.ms,1755223369614000000,1755223429613000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1755223369614000000,1755223429613000000,0
jps.global.get.libraries.ms,1755223369614000000,1755223429613000000,0
jps.global.initialize.library.bridges.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1755223369614000000,1755223429613000000,0
workspaceModel.global.apply.state.to.project.ms,1755223369614000000,1755223429613000000,0
workspaceModel.do.save.caches.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1755223369614000000,1755223429613000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1755223369614000000,1755223429613000000,0
cacheStateStorage.get.counter,1755223369614000000,1755223429613000000,0
cacheStateStorage.set.duration,1755223369614000000,1755223429613000000,0
cacheStateStorage.get.duration,1755223369614000000,1755223429613000000,0
cacheStateStorage.set.counter,1755223369614000000,1755223429613000000,0
Indexing.writesQueuedMax,1755223429613000000,1755223489613000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1755223429613000000,1755223489613000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1755223429613000000,1755223489613000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1755223429613000000,1755223489613000000,0
Indexing.cache.totalCacheEvicted,1755223429613000000,1755223489613000000,0
Indexing.writesQueuedMin,1755223429613000000,1755223489613000000,0
Indexing.writesQueuedAvg,1755223429613000000,1755223489613000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1755223429613000000,1755223489613000000,0
Indexing.cache.totalCacheAccesses,1755223429613000000,1755223489613000000,0
Indexing.totalTimeIndexersSleptMs,1755223429613000000,1755223489613000000,0
Indexing.cache.totalCacheMisses,1755223429613000000,1755223489613000000,0
ReadAction.executionsCount,1755223429613000000,1755223489613000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1755223429613000000,1755223489613000000,0
WriteAction.executionsCount,1755223429613000000,1755223489613000000,0
NonBlockingReadAction.finalizedExecutionsCount,1755223429613000000,1755223489613000000,0
NonBlockingReadAction.failedExecutionsCount,1755223429613000000,1755223489613000000,0
NonBlockingReadAction.failedExecutionTimeUs,1755223429613000000,1755223489613000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1755223429613000000,1755223489613000000,41959424
FilePageCache.totalPageDisposalsUs,1755223429613000000,1755223489613000000,0
FilePageCache.uncachedFileAccess,1755223429613000000,1755223489613000000,0
MappedFileStorage.storages,1755223429613000000,1755223489613000000,6
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1755223429613000000,1755223489613000000,0
FilePageCache.pageLoads,1755223429613000000,1755223489613000000,0
FilePageCache.disposedBuffers,1755223429613000000,1755223489613000000,0
DirectByteBufferAllocator.misses,1755223429613000000,1755223489613000000,0
StreamlinedBlobStorage.recordsAllocated,1755223429613000000,1755223489613000000,0
StorageLockContext.competingThreads.90P,1755223429613000000,1755223489613000000,0
StorageLockContext.competingThreads.avg,1755223429613000000,1755223489613000000,0.0
MappedFileStorage.totalPagesMapped,1755223429613000000,1755223489613000000,6
MappedFileStorage.totalTimeSpentOnMappingUs,1755223429613000000,1755223489613000000,1108021
DirectByteBufferAllocator.disposed,1755223429613000000,1755223489613000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1755223429613000000,1755223489613000000,0
FilePageCache.maxCacheSizeInBytes,1755223429613000000,1755223489613000000,161497088
FilePageCache.maxRegisteredFiles,1755223429613000000,1755223489613000000,418
FilePageCache.pageLoadsAboveSizeThreshold,1755223429613000000,1755223489613000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1755223429613000000,1755223489613000000,0
StreamlinedBlobStorage.recordsRelocated,1755223429613000000,1755223489613000000,0
StreamlinedBlobStorage.recordsDeleted,1755223429613000000,1755223489613000000,0
FilePageCache.capacityInBytes,1755223429613000000,1755223489613000000,629145600
FilePageCache.pageHits,1755223429613000000,1755223489613000000,0
DirectByteBufferAllocator.hits,1755223429613000000,1755223489613000000,0
FilePageCache.totalPageLoadsUs,1755223429613000000,1755223489613000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1755223429613000000,1755223489613000000,0
StorageLockContext.competingThreads.max,1755223429613000000,1755223489613000000,0
FilePageCache.pageFastCacheHits,1755223429613000000,1755223489613000000,0
DirectByteBufferAllocator.reclaimed,1755223429613000000,1755223489613000000,0
MappedFileStorage.totalBytesMapped,1755223429613000000,1755223489613000000,164626432
workspaceModel.on.before.changed.ms,1755223429613000000,1755223489613000000,0
workspaceModel.replace.project.model.ms,1755223429613000000,1755223489613000000,0
workspaceModel.initializing.ms,1755223429613000000,1755223489613000000,0
workspaceModel.loading.from.cache.ms,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValueWithParameters.clear.count,1755223429613000000,1755223489613000000,0
workspaceModel.updates.count,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1755223429613000000,1755223489613000000,0
workspaceModel.init.bridges.ms,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValue.calculated.count,1755223429613000000,1755223489613000000,0
workspaceModel.update.unloaded.entities.ms,1755223429613000000,1755223489613000000,0
workspaceModel.on.changed.ms,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValue.total.get.count,1755223429613000000,1755223489613000000,0
workspaceModel.check.recursive.update.ms,1755223429613000000,1755223489613000000,0
workspaceModel.updates.ms,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValue.from.cache.count,1755223429613000000,1755223489613000000,0
workspaceModel.updates.precise.ms,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValue.clear.count,1755223429613000000,1755223489613000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1755223429613000000,1755223489613000000,0
workspaceModel.full.replace.project.model.ms,1755223429613000000,1755223489613000000,0
workspaceModel.collect.changes.ms,1755223429613000000,1755223489613000000,0
workspaceModel.pre.handlers.ms,1755223429613000000,1755223489613000000,0
workspaceModel.loading.total.ms,1755223429613000000,1755223489613000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1755223429613000000,1755223489613000000,0
workspaceModel.to.snapshot.ms,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsStored,1755223429613000000,1755223489613000000,0
VFS.invertedFileNameIndex.requests,1755223429613000000,1755223489613000000,0
VFS.fileByIdCache.misses,1755223429613000000,1755223489613000000,0
VFS.fileByIdCache.hits,1755223429613000000,1755223489613000000,0
FileNameCache.queries,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsDeduplicated,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsReadSize,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsReadDecompressed,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsRead,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsStoredCompressed,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsUncompressedSize,1755223429613000000,1755223489613000000,0
VFS.fileChildByName,1755223429613000000,1755223489613000000,0
VFS.contentStorage.recordsStoredSize,1755223429613000000,1755223489613000000,0
FileNameCache.totalMisses,1755223429613000000,1755223489613000000,0
writeAction.median.wait.ms,1755223429613000000,1755223489613000000,0
writeAction.wait.ms,1755223429613000000,1755223489613000000,0
DiskQueryRelay.tasksRequested,1755223429613000000,1755223489613000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1755223429613000000,1755223489613000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1755223429613000000,1755223489613000000,0
writeAction.max.wait.ms,1755223429613000000,1755223489613000000,12
DiskQueryRelay.tasksExecuted,1755223429613000000,1755223489613000000,0
writeAction.count,1755223429613000000,1755223489613000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1755223429613000000,1755223489613000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1755223429613000000,1755223489613000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1755223429613000000,1755223489613000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1755223429613000000,1755223489613000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1755223429613000000,1755223489613000000,0
jps.load.initial.state.ms,1755223429613000000,1755223489613000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1755223429613000000,1755223489613000000,0
workspaceModel.sync.entities.ms,1755223429613000000,1755223489613000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1755223429613000000,1755223489613000000,0
